StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_DuplicateRespondent,Q_BallotBoxStuffing,Q1,A,B,C1,C2,Q6_1,Q6_2,Q33_1,Q7,Q8,Q9_1,Q9_2,Q34_1,Q10,Q11,Q18_1,Q18_2,Q35_1,Q19,Q20,Q21_1,Q21_2,Q36_1,Q22,Q23,Q12_1,Q12_2,Q37_1,Q13,Q14,Q24_1,Q24_2,Q38_1,Q25,Q26,Q27_1,Q27_2,Q39_1,Q28,Q29,Q30_1,Q30_2,Q40_1,Q31,Q32,Q42_1,Q42_2,Q41_1,Q43,Q44,Q45_1,Q45_2,Q46_1,Q47,Q48,Q49_1,Q49_2,Q50_1,Q51,Q52,Q56_1,Q56_2,Q57_1,Q58,Q59,Q60_1,Q60_2,Q53_1,Q54,Q55,Q130_1,Q130_2,Q61_1,Q62,Q63,Q64_1,Q64_2,Q65_1,Q66,Q67,Q68_1,Q68_2,Q69_1,Q70,Q71,Q72_1,Q72_2,Q73_1,Q74,Q75,Q76_1,Q76_2,Q77_1,Q78,Q79,Q80_1,Q80_2,Q81_1,Q82,Q83,Q84_1,Q84_2,Q85_1,Q86,Q87,Q88_1,Q88_2,Q89_1,Q90,Q91,Q135_1,Q135_2,Q134_1,Q133,Q132,Q92_1,Q92_2,Q93_1,Q94,Q95,Q96_1,Q96_2,Q97_1,Q98,Q99,Q100_1,Q100_2,Q101_1,Q102,Q103,Q104_1,Q104_2,Q105_1,Q106,Q107,Q108_1,Q108_2,Q109_1,Q110,Q111,Q112_1,Q112_2,Q113_1,Q114,Q115,Q116_1,Q116_2,Q117_1,Q118,Q119,Q120_1,Q120_2,Q121_1,Q122,Q123,Q124_1,Q124_2,Q125_1,Q126,Q127,Q131,Q128,Q_DataPolicyViolations
2025-11-13 20:31:52,2025-11-13 20:36:00,IP Address,,100,248,True,2025-11-13 20:36:02,R_8OGSAD69pYJqQ6H,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,,"20687	Economic Analysis of Crime,20269	Economics of European Integration",,,,,,,Neither easy nor difficult,Somewhat difficult,,"Yes, I would enrol again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,Somewhat easy,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Econ of European Integration: profs publish call for RAs for their students around end of March/beg of April,"If you’re in doubt, reach out to older students!",
2025-11-13 20:38:36,2025-11-13 20:40:00,IP Address,,100,83,True,2025-11-13 20:40:02,R_22xUh3WMnECnVLi,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,,20236 Time Series Analysis of Economic and Financial Data,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-11-13 20:36:48,2025-11-13 20:41:14,IP Address,,100,266,True,2025-11-13 20:41:16,R_2kM6VYE5AZn7tNA,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20287 Development Economics,20847 Economics of Digital Markets,,,,,,,Somewhat difficult,Difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,
2025-11-13 20:39:23,2025-11-13 20:42:22,IP Address,,100,179,True,2025-11-13 20:42:23,R_2KfoT1tPOIQdvwj,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,,"20269	Economics of European Integration,20730	Energy Policy and Sustainability",,,,,,,Somewhat difficult,Neither easy nor difficult,Somewhat disagree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,Somewhat easy,Somewhat easy,Strongly disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-13 20:56:07,2025-11-13 20:59:52,IP Address,,100,225,True,2025-11-13 20:59:54,R_8KPJIQujp1EiQwA,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20294	Labour Economics,20687	Economic Analysis of Crime,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,
2025-11-13 21:18:32,2025-11-13 21:22:27,IP Address,,100,234,True,2025-11-13 21:22:28,R_8FFdOReHP3pVUTf,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20294	Labour Economics,,"20236 Time Series Analysis of Economic and Financial Data,20234 Population Dynamics and Economics",,,,,,Somewhat difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult,Somewhat difficult,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,Easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,Easy,Easy,Strongly agree,"No, I would not enrol in the course at all",In August,,,,,,,,
2025-11-13 21:18:54,2025-11-13 21:22:41,IP Address,,100,226,True,2025-11-13 21:22:42,R_8rjELl9dXcneXJ4,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,"20294	Labour Economics,20971	Innovation and Economic Growth",,,,,,,,Neither easy nor difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"No, I would not enrol in the course at all",In the regular session in May/June,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"No, I would not enrol in the course at all",In August,,,,,,,,
2025-11-13 21:31:30,2025-11-13 21:38:11,IP Address,,100,400,True,2025-11-13 21:38:11,R_8lFg03LeEICv8qO,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),,20970 International Macroeconomics and Finance,20841	Monetary Policy and Financial Regulation,20236 Time Series Analysis of Economic and Financial Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,I got a supervisor for an in-depth study (Masciandaro) and my thesis supervisor (Sergeyev) by doing these courses.,,
2025-11-13 21:39:46,2025-11-13 21:41:38,IP Address,,100,112,True,2025-11-13 21:41:39,R_2V3kXhzESaIHSbG,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),,"20290	Game Theory: Analysis of Strategic Thinking,20294	Labour Economics",20841	Monetary Policy and Financial Regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Somewhat disagree,"No, I would not enrol in the course at all",N/A,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-13 21:46:58,2025-11-13 21:49:41,IP Address,,100,162,True,2025-11-13 21:49:41,R_8dPW33ZPv3ZkFnL,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,"20287 Development Economics,20271 Public Economics",,20234 Population Dynamics and Economics,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-13 21:54:19,2025-11-13 21:58:56,IP Address,,100,276,True,2025-11-13 21:58:56,R_2KLZtTY0KI4QRgZ,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20970 International Macroeconomics and Finance,20269	Economics of European Integration,,,,,,,Somewhat difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,,,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,Professors of European integration opened RAs positions.,,
2025-11-13 21:54:41,2025-11-13 22:00:49,IP Address,,100,368,True,2025-11-13 22:00:50,R_86flWsRZWp0fN0g,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,"20269	Economics of European Integration,20730	Energy Policy and Sustainability",,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,Easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,"European Integration has a great research opportunity at the end! And we learnt a lot of skills for working on stats with firm productivity ",I believe Foundations IIB is more interesting. There is a bit of sociology and a bit of insitutions and development. In the second part Devillanova may seem a bit unskilled in terms of his English but I did appreciate his selection of papers and the critical approach he wanted to equip us with,
2025-11-13 22:04:34,2025-11-13 22:07:17,IP Address,,100,162,True,2025-11-13 22:07:17,R_2eQEKuAgwhn3Z9T,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,,20236 Time Series Analysis of Economic and Financial Data,,,,,,Difficult,Somewhat difficult,Strongly disagree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"Yes, I would enrol again",In August,,,
2025-11-13 22:06:51,2025-11-13 22:14:17,IP Address,,100,446,True,2025-11-13 22:14:18,R_2B8TN4tjxEowL7P,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,,20847 Economics of Digital Markets,,,,,,,Somewhat difficult,Difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,"Yes, Digital Markets is THE exam you want to take if you want to work/stage for an economic consultancy firm, it prepares for the interview perfectly and it is very interesting. ","I think that Foundations II A is a very interesting course regarding the first part (history of economic thought), and I think that everyone in their university experience should follow such a course. Nevertheless the second part is pretty boring and also the first part could be much better explained. Microeconometrics, instead, gives a very useful foundation to understand how to approach an economic study. Do not underestimate it however, because the exam is very difficult and the coursework is pretty heavy! ",
2025-11-13 22:24:24,2025-11-13 22:28:30,IP Address,,100,245,True,2025-11-13 22:28:30,R_2qdrCgFrzvEWZth,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,,20269	Economics of European Integration,20236 Time Series Analysis of Economic and Financial Data,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,"20269 Economics of European Integration -> Great research opportunities through Professors Altomonte and Colantone, both at SDA and BAFFI-CAREFIN","Prof. Petrone is a real one, one of the best courses I ever attended and great even if you don't have a lot of background in statistics.",
2025-11-13 22:32:50,2025-11-13 22:38:46,IP Address,,100,356,True,2025-11-13 22:38:46,R_2azbH65XfIL61yW,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,"20287 Development Economics,20294	Labour Economics",,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I would enrol again",Later,,,
2025-11-13 22:39:26,2025-11-13 22:41:59,IP Address,,100,153,True,2025-11-13 22:41:59,R_2Ey6mYYUCH7M28r,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20290	Game Theory: Analysis of Strategic Thinking,20687	Economic Analysis of Crime,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,Difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-11-13 22:42:45,2025-11-13 22:46:13,IP Address,,100,208,True,2025-11-13 22:46:14,R_27VDq8wAvUWHBRv,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,"20287 Development Economics,20629 Empirical Industrial Organization and Market Design,20297 Monetary Policy,20298 Political Economics - Advanced",20269	Economics of European Integration,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat easy,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,,"Yes, I would enrol again",N/A,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,Somewhat difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",In August,,,
2025-11-13 22:43:58,2025-11-13 22:46:18,IP Address,,100,140,True,2025-11-13 22:46:19,R_2L70EfK3aGabYDs,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,,"20528	Globalization, Divergence, and Inequality in Historical Perspective",,,,,,Somewhat difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In August,"Not specifically ","Make sure you know what the profs want for the exam. Electives may be very different from standard courses ",
2025-11-13 22:40:56,2025-11-13 22:54:33,IP Address,,100,817,True,2025-11-13 22:54:33,R_8iyiJjhPJEzpkzw,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20970 International Macroeconomics and Finance,,"20236 Time Series Analysis of Economic and Financial Data,20754 Decision Theory and Human Behavior",,,,,,Somewhat difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",N/A,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",N/A,,"The Microeconometrics exam is very challenging both because of the amount of study required for the problem sets and the difficulty of the exam, in which you have to demonstrate that you are able to practically apply tecniques in real empirical problems (studying a lot does not automatically guarantee a high grade). However, I strongly suggest this course since it's an important cornerstone to comprehend a lot of empirical analyses, and it's extremely useful once you proceed with your studies/research internships.",
2025-11-13 22:54:50,2025-11-13 22:57:03,IP Address,,100,132,True,2025-11-13 22:57:04,R_8q1r1QN9aqACjGS,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),,"20287 Development Economics,20294	Labour Economics,20971	Innovation and Economic Growth",,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Difficult,Strongly disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,Difficult,Difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,Difficult,Somewhat difficult,Somewhat disagree,"No, but I would enrol in the second year",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,Don’ t take development without also taking microeconometrics,
2025-11-13 23:30:39,2025-11-13 23:35:29,IP Address,,100,290,True,2025-11-13 23:35:30,R_2QYJlMwtZ28QPTj,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Advanced Microeconomics,"20290	Game Theory: Analysis of Strategic Thinking,20629 Empirical Industrial Organization and Market Design",,20754 Decision Theory and Human Behavior,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",N/A,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,No,"Don’t do micro and game theory together, too many problem sets",
2025-11-13 20:04:46,2025-11-14 08:00:14,IP Address,,100,42927,True,2025-11-14 08:00:14,R_2yFAKfKhWRTXWUx,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,,20687	Economic Analysis of Crime,"20282	History, Institutions and Crises of the Financial Global System",,,,,,Somewhat difficult,Difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In August,,,,,,"History of institutions and financial crisis, although it seems an easy course, provides students with many interesting macroeconomics and financial topics, which are dealt with from a different angle than what ESS students are usually accustomed to, i.e. a more discorsive approach","Microeconometrics Is hard (especially the exam) but the course gives you an overall idea of all possible methodologies in empirical research in microeconomics. It is especially useful if you want to work with micro data. FSSIIA is interesting and provides two different viewpoints, an historical/philosophical one and a public administration one which deals with how the state is organized; from a practical point of view, I think the second part is more useful, although also the first one is interesting.",
2025-11-14 09:00:47,2025-11-14 09:05:06,IP Address,,100,258,True,2025-11-14 09:05:07,R_8aNUf2TR6Er9qYV,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),"Advanced Microeconomics,Microeconometrics",20287 Development Economics,,,Somewhat difficult,Somewhat difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,,,"No, but I would enrol in the second year",N/A,,,,,,,"microeconometrics is a super useful course, advanced micro is advanced but very interesting ",
2025-11-14 09:28:19,2025-11-14 09:58:28,IP Address,,100,1808,True,2025-11-14 09:58:29,R_21pI9RuBWPLY7Ki,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,"20687	Economic Analysis of Crime,20269	Economics of European Integration",,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,Economics of european integration offers research opportunities,,
